"codigo_localidade"	"localidade"	"nome_localidade_pai"	"codigo_variavel"	"variavel"	"unidade"	"periodo"	"pop"	"ano"
"209"	"209"	"Ipaussu"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	14163	"2016"
"210"	"210"	"Iperó"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	32077	"2016"
"211"	"211"	"Ipeúna"	"Região de Governo de Rio Claro"	"55"	"População"	"Não possui unidade"	"1980-2018"	6932	"2016"
"212"	"212"	"Iporanga"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	4353	"2016"
"213"	"213"	"Ipuã"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	15197	"2016"
"214"	"214"	"Iracemápolis"	"Região de Governo de Limeira"	"55"	"População"	"Não possui unidade"	"1980-2018"	22331	"2016"
"215"	"215"	"Irapuã"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	7560	"2016"
"216"	"216"	"Irapuru"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	7502	"2016"
"217"	"217"	"Itaberá"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	17665	"2016"
"218"	"218"	"Itaí"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	25505	"2016"
"219"	"219"	"Itajobi"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	14619	"2016"
"220"	"220"	"Itaju"	"Região de Governo de Jaú"	"55"	"População"	"Não possui unidade"	"1980-2018"	3502	"2016"
"221"	"221"	"Itanhaém"	"Região de Governo de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	94088	"2016"
"222"	"222"	"Itapecerica da Serra"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	162907	"2016"
"223"	"223"	"Itapetininga"	"Região de Governo de Itapetininga"	"55"	"População"	"Não possui unidade"	"1980-2018"	153861	"2016"
"224"	"224"	"Itapeva"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	89992	"2016"
"225"	"225"	"Itapevi"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	222501	"2016"
"226"	"226"	"Itapira"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	70571	"2016"
"227"	"227"	"Itápolis"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	40978	"2016"
"228"	"228"	"Itaporanga"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	14617	"2016"
"229"	"229"	"Itapuí"	"Região de Governo de Jaú"	"55"	"População"	"Não possui unidade"	"1980-2018"	13163	"2016"
"230"	"230"	"Itapura"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	4694	"2016"
"231"	"231"	"Itaquaquecetuba"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	350610	"2016"
"232"	"232"	"Itararé"	"Região de Governo de Itapeva"	"55"	"População"	"Não possui unidade"	"1980-2018"	48504	"2016"
"233"	"233"	"Itariri"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	16538	"2016"
"234"	"234"	"Itatiba"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	111835	"2016"
"235"	"235"	"Itatinga"	"Região de Governo de Botucatu"	"55"	"População"	"Não possui unidade"	"1980-2018"	19528	"2016"
"236"	"236"	"Itirapina"	"Região de Governo de Rio Claro"	"55"	"População"	"Não possui unidade"	"1980-2018"	16524	"2016"
"237"	"237"	"Itirapuã"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	6131	"2016"
"238"	"238"	"Itobi"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	7584	"2016"
"239"	"239"	"Itu"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	163775	"2016"
"240"	"240"	"Itupeva"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	53551	"2016"
"241"	"241"	"Ituverava"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	39688	"2016"
"242"	"242"	"Jaborandi"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	6651	"2016"
"243"	"243"	"Jaboticabal"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	73315	"2016"
"244"	"244"	"Jacareí"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	221650	"2016"
"245"	"245"	"Jaci"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	6464	"2016"
"246"	"246"	"Jacupiranga"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	17169	"2016"
"247"	"247"	"Jaguariúna"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	51248	"2016"
"248"	"248"	"Jales"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	47187	"2016"
"249"	"249"	"Jambeiro"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	5916	"2016"
"250"	"250"	"Jandira"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	117518	"2016"
"251"	"251"	"Jardinópolis"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	40962	"2016"
"252"	"252"	"Jarinu"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	27510	"2016"
"253"	"253"	"Jaú"	"Região de Governo de Jaú"	"55"	"População"	"Não possui unidade"	"1980-2018"	141344	"2016"
"254"	"254"	"Jeriquara"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	3146	"2016"
"255"	"255"	"Joanópolis"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	12336	"2016"
"256"	"256"	"João Ramalho"	"Região de Governo de Tupã"	"55"	"População"	"Não possui unidade"	"1980-2018"	4290	"2016"
"257"	"257"	"José Bonifácio"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	34726	"2016"
"258"	"258"	"Júlio Mesquita"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	4547	"2016"
"259"	"259"	"Jundiaí"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	394185	"2016"
"260"	"260"	"Junqueirópolis"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	19534	"2016"
"261"	"261"	"Juquiá"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	18896	"2016"
"262"	"262"	"Juquitiba"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	29684	"2016"
"263"	"263"	"Lagoinha"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	4818	"2016"
"264"	"264"	"Laranjal Paulista"	"Região de Governo de Botucatu"	"55"	"População"	"Não possui unidade"	"1980-2018"	26830	"2016"
"265"	"265"	"Lavínia"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	8594	"2016"
"266"	"266"	"Lavrinhas"	"Região de Governo de Cruzeiro"	"55"	"População"	"Não possui unidade"	"1980-2018"	6938	"2016"
"267"	"267"	"Leme"	"Região de Governo de Limeira"	"55"	"População"	"Não possui unidade"	"1980-2018"	97403	"2016"
"268"	"268"	"Lençóis Paulista"	"Região de Governo de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	64470	"2016"
"269"	"269"	"Limeira"	"Região de Governo de Limeira"	"55"	"População"	"Não possui unidade"	"1980-2018"	288741	"2016"
"270"	"270"	"Lindóia"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	7370	"2016"
"271"	"271"	"Lins"	"Região de Governo de Lins"	"55"	"População"	"Não possui unidade"	"1980-2018"	73801	"2016"
"272"	"272"	"Lorena"	"Região de Governo de Guaratinguetá"	"55"	"População"	"Não possui unidade"	"1980-2018"	85046	"2016"
"273"	"273"	"Louveira"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	44269	"2016"
"274"	"274"	"Lucélia"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	20596	"2016"
"275"	"275"	"Lucianópolis"	"Região de Governo de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	2251	"2016"
"276"	"276"	"Luís Antônio"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	13161	"2016"
"277"	"277"	"Luiziânia"	"Região de Governo de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	5465	"2016"
"278"	"278"	"Lupércio"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	4393	"2016"
"279"	"279"	"Lutécia"	"Região de Governo de Assis"	"55"	"População"	"Não possui unidade"	"1980-2018"	2652	"2016"
"280"	"280"	"Macatuba"	"Região de Governo de Bauru"	"55"	"População"	"Não possui unidade"	"1980-2018"	16672	"2016"
"281"	"281"	"Macaubal"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	7736	"2016"
"282"	"282"	"Macedônia"	"Região de Governo de Fernandópolis"	"55"	"População"	"Não possui unidade"	"1980-2018"	3609	"2016"
"283"	"283"	"Magda"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	3133	"2016"
"284"	"284"	"Mairinque"	"Região de Governo de Sorocaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	45149	"2016"
"285"	"285"	"Mairiporã"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	91745	"2016"
"286"	"286"	"Manduri"	"Região de Governo de Avaré"	"55"	"População"	"Não possui unidade"	"1980-2018"	9328	"2016"
"287"	"287"	"Marabá Paulista"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	4880	"2016"
"288"	"288"	"Maracaí"	"Região de Governo de Assis"	"55"	"População"	"Não possui unidade"	"1980-2018"	13457	"2016"
"289"	"289"	"Mariápolis"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	3954	"2016"
"290"	"290"	"Marília"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	226005	"2016"
"291"	"291"	"Marinópolis"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	2100	"2016"
"292"	"292"	"Martinópolis"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	25102	"2016"
"293"	"293"	"Matão"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	78890	"2016"
"294"	"294"	"Mauá"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	443910	"2016"
"295"	"295"	"Mendonça"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	4899	"2016"
"296"	"296"	"Meridiano"	"Região de Governo de Fernandópolis"	"55"	"População"	"Não possui unidade"	"1980-2018"	3786	"2016"
"297"	"297"	"Miguelópolis"	"Região de Governo de Franca"	"55"	"População"	"Não possui unidade"	"1980-2018"	21061	"2016"
"298"	"298"	"Mineiros do Tietê"	"Região de Governo de Jaú"	"55"	"População"	"Não possui unidade"	"1980-2018"	12377	"2016"
"299"	"299"	"Miracatu"	"Região de Governo de Registro"	"55"	"População"	"Não possui unidade"	"1980-2018"	20008	"2016"
"300"	"300"	"Mira Estrela"	"Região de Governo de Fernandópolis"	"55"	"População"	"Não possui unidade"	"1980-2018"	2893	"2016"
"301"	"301"	"Mirandópolis"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	28232	"2016"
"302"	"302"	"Mirante do Paranapanema"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	17498	"2016"
"303"	"303"	"Mirassol"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	56311	"2016"
"304"	"304"	"Mirassolândia"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	4540	"2016"
"305"	"305"	"Mococa"	"Região de Governo de São João da Boa Vista"	"55"	"População"	"Não possui unidade"	"1980-2018"	66557	"2016"
"306"	"306"	"Mogi das Cruzes"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	415107	"2016"
"307"	"307"	"Mogi Guaçu"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	144106	"2016"
"308"	"308"	"Moji Mirim"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	89042	"2016"
"309"	"309"	"Mombuca"	"Região de Governo de Piracicaba"	"55"	"População"	"Não possui unidade"	"1980-2018"	3307	"2016"
"310"	"310"	"Monções"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	2163	"2016"
"311"	"311"	"Mongaguá"	"Região de Governo de Santos"	"55"	"População"	"Não possui unidade"	"1980-2018"	51380	"2016"
"312"	"312"	"Monte Alegre do Sul"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	7536	"2016"
"313"	"313"	"Monte Alto"	"Região de Governo de Ribeirão Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	47811	"2016"
"314"	"314"	"Monte Aprazível"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	22909	"2016"
"315"	"315"	"Monte Azul Paulista"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	18481	"2016"
"316"	"316"	"Monte Castelo"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	4011	"2016"
"317"	"317"	"Monteiro Lobato"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	4330	"2016"
"318"	"318"	"Monte Mor"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	55313	"2016"
"319"	"319"	"Morro Agudo"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	31073	"2016"
"320"	"320"	"Morungaba"	"Região de Governo de Jundiaí"	"55"	"População"	"Não possui unidade"	"1980-2018"	12674	"2016"
"321"	"321"	"Murutinga do Sul"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	4247	"2016"
"322"	"322"	"Narandiba"	"Região de Governo de Presidente Prudente"	"55"	"População"	"Não possui unidade"	"1980-2018"	4616	"2016"
"323"	"323"	"Natividade da Serra"	"Região de Governo de Taubaté"	"55"	"População"	"Não possui unidade"	"1980-2018"	6683	"2016"
"324"	"324"	"Nazaré Paulista"	"Região de Governo de Bragança Paulista"	"55"	"População"	"Não possui unidade"	"1980-2018"	17646	"2016"
"325"	"325"	"Neves Paulista"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	8697	"2016"
"326"	"326"	"Nhandeara"	"Região de Governo de Votuporanga"	"55"	"População"	"Não possui unidade"	"1980-2018"	10793	"2016"
"327"	"327"	"Nipoã"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	4720	"2016"
"328"	"328"	"Nova Aliança"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	6237	"2016"
"329"	"329"	"Nova Europa"	"Região de Governo de Araraquara"	"55"	"População"	"Não possui unidade"	"1980-2018"	10184	"2016"
"330"	"330"	"Nova Granada"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	20245	"2016"
"331"	"331"	"Nova Guataporanga"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	2187	"2016"
"332"	"332"	"Nova Independência"	"Região de Governo de Andradina"	"55"	"População"	"Não possui unidade"	"1980-2018"	3488	"2016"
"333"	"333"	"Nova Luzitânia"	"Região de Governo de Araçatuba"	"55"	"População"	"Não possui unidade"	"1980-2018"	3830	"2016"
"334"	"334"	"Nova Odessa"	"Região de Governo de Campinas"	"55"	"População"	"Não possui unidade"	"1980-2018"	55523	"2016"
"335"	"335"	"Novo Horizonte"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	38059	"2016"
"336"	"336"	"Nuporanga"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	7099	"2016"
"337"	"337"	"Ocauçu"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	4150	"2016"
"338"	"338"	"Óleo"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	2572	"2016"
"339"	"339"	"Olímpia"	"Região de Governo de Barretos"	"55"	"População"	"Não possui unidade"	"1980-2018"	51598	"2016"
"340"	"340"	"Onda Verde"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	4093	"2016"
"341"	"341"	"Oriente"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	6198	"2016"
"342"	"342"	"Orindiúva"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	6421	"2016"
"343"	"343"	"Orlândia"	"Região de Governo de São Joaquim da Barra"	"55"	"População"	"Não possui unidade"	"1980-2018"	41341	"2016"
"344"	"344"	"Osasco"	"Região Metropolitana de São Paulo"	"55"	"População"	"Não possui unidade"	"1980-2018"	674552	"2016"
"345"	"345"	"Oscar Bressane"	"Região de Governo de Marília"	"55"	"População"	"Não possui unidade"	"1980-2018"	2522	"2016"
"346"	"346"	"Osvaldo Cruz"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	31159	"2016"
"347"	"347"	"Ourinhos"	"Região de Governo de Ourinhos"	"55"	"População"	"Não possui unidade"	"1980-2018"	107616	"2016"
"348"	"348"	"Ouro Verde"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	8082	"2016"
"349"	"349"	"Pacaembu"	"Região de Governo de Adamantina"	"55"	"População"	"Não possui unidade"	"1980-2018"	13122	"2016"
"350"	"350"	"Palestina"	"Região de Governo de São José do Rio Preto"	"55"	"População"	"Não possui unidade"	"1980-2018"	11766	"2016"
"351"	"351"	"Palmares Paulista"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	12204	"2016"
"352"	"352"	"Palmeira d'Oeste"	"Região de Governo de Jales"	"55"	"População"	"Não possui unidade"	"1980-2018"	9276	"2016"
"353"	"353"	"Palmital"	"Região de Governo de Assis"	"55"	"População"	"Não possui unidade"	"1980-2018"	21446	"2016"
"354"	"354"	"Panorama"	"Região de Governo de Dracena"	"55"	"População"	"Não possui unidade"	"1980-2018"	14957	"2016"
"355"	"355"	"Paraguaçu Paulista"	"Região de Governo de Assis"	"55"	"População"	"Não possui unidade"	"1980-2018"	43447	"2016"
"356"	"356"	"Paraibuna"	"Região de Governo de São José dos Campos"	"55"	"População"	"Não possui unidade"	"1980-2018"	17893	"2016"
"357"	"357"	"Paraíso"	"Região de Governo de Catanduva"	"55"	"População"	"Não possui unidade"	"1980-2018"	6135	"2016"
